Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Congo, Rep.",CON,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,198508537.90564308,268812084.5515723,195533778.57848382,214399044.2561814,264062091.83373302,279206650.2224595,298193756.8608558,236122784.17334676,359400297.8964398,257086164.61698946,278760259.95761585,270706803.4479972
El Salvador,EL ,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1609077216.6482005,1386344246.8384728,1704345748.9310591,1597987602.8753016,1401912559.521578,1821398230.8916366,1769509964.3382566,1937854294.2022312,2190892106.062557,1916360715.4926019,2356718260.550885,2308937206.821798
Honduras,HON,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,101094431.19460946,151116562.8631904,160678571.90407816,117483233.33089921,134489192.90487215,145053243.57741353,176544191.03746238,171417677.60573336,181083527.27222696,195575506.98685935,155396882.8767511,214802719.41620243
Lao PDR,LAO,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,,72218206.45010053,70366900.211361,96736525.6001343,79858463.67781381,90690795.09622821,80654735.19013806,88248971.36924925,,91119788.57906102,121894551.06328022,134508515.9738193
Zambia,ZAM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,410113200.22070044,425199343.78689647,457303790.7526796,394483140.2950402,,475635349.72612566,495910583.53832346,584097734.3409649,516867660.3280483,488996778.421583,526668677.51034504,535345328.78902286
Fiji,FIJ,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,61811892.01442684,65081006.70963764,79309699.62540424,79718326.99627441,75665536.59087561,83763310.23627198,92874398.62483002,68067724.86472546,84405931.74479741,105769486.95087223,103134144.85947634,98892192.22774518
Syrian Arab Republic,SYR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,652326229.659011,826989458.8586392,785038826.198262,1064775646.3379434,1067899462.2090511,1064178314.2186999,1187919624.1656063,986821979.1461532,1264965661.3874593,1050162265.9928598,1276790194.5768323,1321097637.6657648
Algeria,ALG,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,34226019.43251857,39530766.1323967,37646467.30412196,44542831.94586147,41586166.49350465,43472227.98818022,50784800.08249502,44063361.46754446,40572183.0365674,39949040.80739328,56122540.8418141,55155283.883431956
Lebanon,LEB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,1577574353.8799956,1279944980.4333353,1399781765.6279023,1285002419.6629903,1354100140.8741097,1820846649.3343933,2044794674.0984466,1882861364.4818742,2031203129.33217,2139471266.979191,1813258441.5661473,1693531634.217445
Uzbekistan,UZB,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,36377616.45906131,38678606.80182609,,42515352.763359,31107983.51187173,34468049.353952,39491946.067165755,50229765.0580878,43302271.10294156,45963373.91412456,50233257.347978055,57183737.61503827
Burkina Faso,BUR,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,71244058.61809078,81853569.83523077,71772336.2941106,88631149.31343827,86727074.63865468,110548424.27627479,83791511.36058941,102311863.43495712,,123811888.68242341,120997163.92628402,129543659.33948211
Jamaica,JAM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,454882473.39532584,601426496.6597329,518892798.4378244,,526718243.41369104,590480152.2114305,831157255.4984094,700352253.480462,806855257.4534637,674810399.9140072,834712644.8476834,900951715.243686
Argentina,ARG,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,410225997.256292,416645474.23472595,378080651.3370926,329626082.887622,385829804.09584963,450261538.15884995,485193386.60617083,431994177.00561184,424475764.90279627,582575434.4556388,634439767.2727302,554821859.6512667
Bolivia,BOL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,225180922.60755402,298914184.61281294,320435327.64275795,244510048.16212565,292409948.6615896,368700596.59251994,,382509172.185327,358606979.4370868,340796895.1028588,339257965.3751622,337904412.42225546
Samoa,SAM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,7422922.0522340685,8837797.442295415,7389463.0720310565,8067023.593321248,10752066.908431193,8918704.715429524,9483376.848425345,12303937.509519031,9563171.151089188,11533208.338739699,9902456.064911757,11870016.476522852
Comoros,COM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,95895823.04274718,84412257.6811783,,96294919.79021429,124651748.03377675,99741773.14542115,103847666.85721931,110648783.4245189,124983291.86791688,113685195.36930688,152222307.45828906,122246553.43697217
Sao Tome and Principe,SAO,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,,104344104.86449353,121893947.48122512,125382768.57423876,104156793.21191536,108879024.94840752,,149327529.63198823,135325691.61030173,,122680388.76371275,144162484.69077235
Chad,CHA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,,31849234.027782273,25565237.50872657,29771775.667277083,27680764.743374147,36039059.46673572,35109091.10177964,,,34161892.44705817,32619610.40866673,38339393.660078146
Jordan,JOR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,3140646.576011424,2992817.7445350755,4069128.8390260097,3555941.6588717788,3100519.0545163807,4281498.359227875,3799477.086370424,4495633.391926962,4005211.466559441,4678069.060198231,5218530.38991594,5695658.034759887
"Yemen, Rep.",YEM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,491240901.42668617,475768371.701723,524685418.5996697,757593788.0000077,656326801.3645731,792771015.2730899,711871850.8613539,797962781.5436547,629509828.1638508,,811802367.0522044,905785584.8264651
China,CHI,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,63731480.67147465,64976895.99858401,73467557.8556931,92924367.85937867,86207198.56679738,80928894.13556542,81849939.62222174,91532982.29779065,119630980.25086024,98747181.63331777,130277481.04723074,111963852.19670625
Sudan,SUD,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,748154707.0766327,874052126.8516722,927139077.1875887,974081871.5196224,835050632.1966921,1039047281.7669775,855750108.6848855,1100064342.9496996,1228274955.1382344,868871752.6242272,1089254364.6881464,1221224672.520809
Cote d'Ivoire,COT,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,,708622048.5569792,695998824.8435624,815974354.9601539,778324973.0418738,873698916.3936106,782034530.5378977,683037339.023883,845886786.1811947,,929363339.4719379,919594460.4922224
Central African Republic,CEN,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,3635149111.59258,,4569694793.007167,4479769149.464053,5331411717.12535,5562462219.084682,4056911957.1459217,5823025853.377957,5348944654.794284,6728933199.319503,5783410746.855749,7188317658.287705
Turkmenistan,TUR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,686071975.4163564,634577725.0548524,687085936.8578991,689081476.6724162,800143761.2689358,879290537.2237115,804107447.4360837,826210587.9563186,808258875.1832368,778751947.5406164,1087629239.7968407,885602078.0201349
Kenya,KEN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,28769713.307425488,37371005.47667053,37931982.54566312,33017632.807593454,36395096.05794048,34152522.80450545,,45942573.94775328,39677972.39724885,51109086.848149404,56162730.29917379,40230975.21555573
Albania,ALB,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,116312477.92235956,126468414.88071679,153093267.23419046,129833483.84178004,168130828.23702613,171833690.15161645,135062296.29088137,132181245.91484095,139157925.61056986,138463928.81197703,148648162.83233777,196767431.58675134
Mauritania,MAU,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,257047184.01653373,267352612.84155723,335037085.3553079,288355039.2838355,344398987.6317741,378876059.04293835,385335672.35124856,307200431.26979584,360027359.70076674,350732207.5446159,370881027.473017,377007367.9460462
Somalia,SOM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,29874286.996841617,35582770.014857456,42629631.22648309,48822463.04024215,51115065.58752987,45925130.592352584,,42418485.45587132,54245420.639207035,43162160.0577021,49265664.79506228,
Gabon,GAB,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,4852113055.956803,6465538020.121912,6076912351.346776,6265205507.319489,5812507901.720185,7102464595.693499,6266175612.49013,,8769810169.23924,7422109396.289181,8434612976.595539,10511874668.415548
Sao Tome and Principe,SAO,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,206194796.05486384,211825868.01368448,223695596.10479057,210135001.14955336,261948765.06584412,274804431.136768,249198815.2572824,316204038.23569626,,319807636.05909854,277705105.2851156,252092099.09586254
Jordan,JOR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,10638321.450150553,11609697.7213105,11609034.845521228,10506797.642731134,11904435.982899696,13442338.411500692,12190180.030091502,11266763.212557143,11436509.90611938,10919263.451110406,15351111.700276982,12319725.287878236
Tajikistan,TAJ,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,320436172.50803727,254567027.3671094,318106242.21745527,268506154.01310724,413837633.23899996,399545747.3296864,326019199.56686103,,351375748.6526531,466008732.7211106,358758893.96871847,
"Egypt, Arab Rep.",EGY,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,3338557.1562971617,4227703.719679066,4220122.47641313,4915129.05935124,3847380.804943917,4016540.8212891505,,6001076.331619319,5100956.15574147,5090499.538427253,5899121.690922485,6852872.150160016
Vanuatu,VAN,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,,28988007.501142558,37156455.69841277,35498132.83300552,43893519.57160216,39474834.2060599,,40483848.052341126,40186145.34184747,44985744.451753214,50800027.43653292,
Sri Lanka,SRI,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,402240014.19714534,405637916.6746417,397074006.4847939,451849992.50738686,489830972.42710656,401949910.80272967,438959790.20313674,433909622.827877,496207615.7621908,604655250.2857398,508459950.64487284,531963834.11910444
St. Lucia,ST.,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,161047186.01468745,145117481.4034267,202946347.5442554,193180594.01399422,188658391.13651204,223232016.73271626,202153182.3620009,219158968.35006624,177897185.51464275,217641572.298876,203551161.59942096,264513473.59460956
Vanuatu,VAN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,26493620.69907346,31488025.506228972,36774462.312183194,35999751.324547336,35580507.7136548,36948020.540815376,47252216.330449775,52159714.321331605,42706835.77173739,38413147.21193432,39687466.034436375,
Mauritius,MAU,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,412900911.54581016,449574209.9404181,491565747.5781228,382076663.60995585,506110648.7686931,591502813.1697398,430284009.53723,532726123.1369395,672137888.1910766,559810046.3346655,605095820.3452494,758219243.7296433
St. Vincent and the Grenadines,ST.,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,337432759.20936286,320916870.36784256,387370301.6736812,286682653.3607051,428462327.6336983,335448183.39604604,458138496.5567316,396025733.53055334,,473339033.9116891,398805122.57457894,552645060.9377136
Cabo Verde,CAB,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,608861169.8379554,554596309.4526173,569392626.764179,493616692.3944206,629656371.5787386,,697719903.9503939,663856728.937875,645666476.2611585,625344053.3363267,714827328.4951622,669007150.9173036
Algeria,ALG,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,464381806.71753126,384541945.0793045,439277830.7909931,399015798.97822016,577674651.676009,530881508.93995404,472136843.5665343,587767599.985834,597314452.6931146,557218906.2124121,516641653.5313338,674812079.094291
Gabon,GAB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,5243331049.410221,6553678792.052519,5535325822.613028,6226060239.973645,7794722641.240746,,7083179379.631046,6777069972.220767,7476219848.721215,7507035573.0828495,7398650952.568532,9638174413.539259
Solomon Islands,SOL,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,174482389.89142203,156897675.77539885,200120599.52774942,212640273.78344783,153468080.61809042,235992113.33370987,222561508.45067224,214949119.28757668,211336182.6342534,230699606.82818073,220281427.24952027,256810080.28269103
Benin,BEN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,10385608.717578536,9822058.147954073,,9849737.535747185,10631870.856317902,11202518.000141839,14754301.50869578,,14065304.698889602,12208645.57514684,17081070.251972064,16802979.444605593
Burkina Faso,BUR,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,159880153.82125053,160439641.74196982,195723304.5191816,155720244.10342047,,191850325.33041808,182288428.60310423,173405470.19271606,239049248.0232925,191882373.9346359,245193478.12452844,221576308.45610276
Sierra Leone,SIE,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,67365342.9163805,60034743.35305218,88141945.92593278,94942927.94493984,101818274.10435812,97124557.9147666,94676956.86105523,87536506.11622386,119981519.21400623,107298292.80143681,114915740.47649199,118801719.25178942
Guyana,GUY,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1766709543.52618,1578440504.5820956,,1982868922.439317,1828321891.3541691,2388171299.304358,2716012547.2018523,2827938844.8589873,3003674851.8342924,3016328725.53752,2178522378.205077,2676262969.1387677
Cambodia,CAM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,241142010.7013713,311310401.4910967,367807569.6173367,314488533.0844116,315177169.81627536,334719731.06447214,,434162469.4996917,377091264.208298,,444994843.6806952,422197790.41666937
Armenia,ARM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,351771925.0772739,374991817.2801957,401859564.284591,304954198.8640306,350760022.3729366,420571644.84705645,427528159.4752248,354696287.6158311,480876011.61194235,393447666.1633645,406900842.1182562,479673747.95848554
Grenada,GRE,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,140939952.39867955,146016036.46031582,,159073327.09805405,133719763.62767272,167677252.75745302,148250019.37999552,155382474.65397537,173904231.64058825,189703551.41674814,143854499.34882048,
Samoa,SAM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,4403642.669024543,3580710.624809833,5183849.341036834,5459190.358397495,4121388.3540599784,6099577.490474971,4873226.956791055,4590551.3463519495,4580038.5017710505,5698111.726568646,6436174.469346159,5898014.0702221785
Guatemala,GUA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,130920156.7725591,183373198.45107296,141102586.51082477,172900096.28733107,204917401.13636574,156658356.62714496,225453572.7943754,232282589.7364587,235744651.72191897,187450758.81609136,230647386.92416877,249812097.04739112
Maldives,MAL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,128263517.18424617,114081000.14432608,143735836.44188341,128739059.30975203,129006841.41916907,154075984.32438943,120784210.0104985,126416126.18653747,166390327.968698,,187581896.71225718,202577114.1997816
Brazil,BRA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,30533552.700551253,26018056.99205115,29058817.35402368,25133833.694489494,29847291.217847306,33814676.46624991,28893623.932257142,36351517.66537655,44296104.38602084,32998909.139521923,44822585.39940059,40372702.391507976
Kazakhstan,KAZ,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,48281269.84868962,43865950.03361372,,49401264.44680246,43384076.14110425,46015227.18784079,50343615.647751875,66750844.191447996,70798663.23042826,70861191.52668728,60538989.0026467,60905153.17294028
Ghana,GHA,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,266958007.89064732,240797247.78551626,247309390.28357905,286875387.4354367,238390822.68109122,255204283.39540213,308569375.9698494,390004657.08617246,374021784.37741864,297223719.92094296,419115115.381283,415737161.427732
"Congo, Rep.",CON,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,412074791.4824064,501940508.7446275,484510776.76489,414352841.4686623,419994421.8501104,455770511.0822304,543481953.5447239,686766761.1018045,640382296.9134588,704602239.5252231,641630749.1654526,634870375.1933212
Indonesia,IND,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,58970959.119470306,66436713.11952152,75915818.68877873,83899963.05790806,92196764.43092489,96495694.44287936,95576658.01397473,79653037.10149449,75058705.4792207,91521255.47741482,85056624.8866854,111237702.01644975
"Congo, Rep.",CON,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,445181172.18848467,533983289.1454371,508603207.6773746,562977309.4754982,419006303.3357995,,554544204.6018015,585098958.603911,503149841.0932271,675080906.1170332,651216240.1002378,743335859.488574
Cambodia,CAM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,,24143152.504577924,34522857.3283688,37718313.21106306,35453359.39172023,41194226.54328503,,37304858.27884166,40628961.69277827,,40179043.39716431,40422627.42930499
Ukraine,UKR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,12979827.894203298,18271290.441797145,12806677.654417573,17630238.831620693,20000076.736873034,19400230.59165303,17839147.59789361,23194942.781537425,23527218.535183236,20497291.694822334,22418287.619400527,26714139.09571634
Mali,MAL,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,52752679.908376135,54905135.04517115,58725251.38888252,43738533.56928863,56950774.17666275,64152748.32395622,53166214.844035916,67874966.48929891,55362153.796790674,60014035.819863975,70464527.25797628,78041523.16920453
Cote d'Ivoire,COT,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,583275542.4141498,716916479.9483275,705643963.4904714,792200114.646454,,858374542.1911608,639936758.2681909,931960857.6467998,779269873.8670988,802081013.0386126,900539595.3519073,1089325263.2413485
Bhutan,BHU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,13331594.909228973,10191759.513564318,,16433267.882692873,16347790.490070129,15035762.62658214,12798035.505226284,18234621.93726433,17357874.881535638,14629532.397856886,14983185.83438639,21514676.437436666
Ghana,GHA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,,113961545.3871593,142140853.2814507,167981497.07017264,136092704.80360928,150988860.86611727,170621449.0174408,168404465.7873624,195388450.23125994,196553085.59139118,151540247.12138814,228114552.0225135
Papua New Guinea,PAP,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,1662482988.9235072,,1434518276.0299923,1454103882.7478476,2035102083.851658,2073741358.0167534,1807670462.055131,2144136811.1423156,1776833748.6020813,2172011330.5863447,1809260297.8079634,2214889573.548608
Dominican Republic,DOM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,831257677.7905273,961314525.1138009,1054279383.746375,,1070769017.7006692,888563450.5776384,1280266595.345227,962487644.6443816,1298664900.5198529,1097888553.8224838,1471121050.3966756,1409455636.781564
Mozambique,MOZ,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,164830606.23717898,159688695.55094442,172349439.64945287,165330141.60387406,213699905.49974993,193086374.3822457,229397164.17304328,162792125.35871115,216339843.3735406,236652887.2125921,247326462.80255076,270457278.3399102
Burkina Faso,BUR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,87505388.71755363,86443156.95203829,94796918.25425854,77549103.21107386,92437281.93738914,92093724.74885212,85290478.35244079,105168228.55971195,128129093.46244253,92691012.60005476,107703690.31943333,107217909.51170658
Eswatini,ESW,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,344690159.97777027,358549738.3381639,344318075.96279776,377638145.7124257,366750361.59919524,353642758.3098473,380144588.4929251,375455671.17426884,496165781.94323164,509606809.6868476,584614219.6471806,558869003.5901327
Guyana,GUY,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,,110877994.32220383,86245571.41265745,98806949.84864469,105499922.20278893,107020309.61667357,131951449.7382296,123587836.51784736,130605655.4852685,150043769.71516898,152656019.73335004,119869339.74201952
Nicaragua,NIC,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,203429664.85761392,227501666.46458486,210167341.18999738,316341490.90301055,288778821.39466095,328037825.0759227,293689995.1461936,365425691.35448635,324139241.50140655,347967369.3640006,348477379.2633751,394990591.97022986
Mozambique,MOZ,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,61431214.49927646,81648713.93150522,89921382.2640955,95790692.83663474,77477731.00236769,91755853.53151359,84990188.27459987,107933657.61681256,90732521.93041141,126468798.17965928,100487953.4142496,106666325.71308626
Senegal,SEN,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,23031838.843207832,19687467.893780272,27269892.986759998,26707666.35465447,30999132.920883406,25930925.951567605,34465141.65302505,36966437.590615526,37320561.994424224,36781130.88090691,38521676.08846704,36428285.41644369
Sudan,SUD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,,2834672978.42795,2370396542.43435,2313495945.0098996,2866494126.464423,3202206376.6771264,3489263190.228902,3762649693.328738,3625101386.4175787,3035944794.9262657,3991226824.3833833,4587947320.482436
Nepal,NEP,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,289231848.5550616,265104609.55717474,288682453.95434856,263035339.73059574,279644463.46177477,,372434422.98443776,347289601.00740504,382188756.59819746,308123045.1466885,,384034898.66793203
"Egypt, Arab Rep.",EGY,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,7811546.8447290305,6619279.857667074,8068846.188690027,7546599.985471746,10816028.901035959,,10541889.038972165,9472653.889487656,8849011.412104588,13020237.376564384,10347930.723213844,11336180.819835292
Burundi,BUR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,59461907.81255484,62508564.400376946,85877717.59328811,81974374.20184812,77485261.08075474,94759246.73756245,84935281.50890882,100917289.78055096,95786728.87223116,118733908.5320702,122703938.67429261,111360218.11654055
Peru,PER,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,197586618.3293625,198288888.3282546,287456458.74274,304042220.04705256,247731917.93461633,269492993.14799225,313625787.24546856,285254647.096716,365298540.5149874,277145534.92549616,,310443429.06650203
Comoros,COM,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,96293285.28122279,84216056.20157623,107660323.48162536,91829196.1746253,102188242.24797201,118659739.15490733,121863073.9583735,140387309.0653587,108441313.09964207,134379556.7961067,136264937.5993827,157286052.6265856
Benin,BEN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,414755.92358787224,602493.8155831768,613925.7692529043,573519.2462088765,708800.3188038128,601630.6539662959,772262.2494384423,716990.0849415358,734278.9036904462,625207.2271389063,860559.549157234,749023.8919352215
Kyrgyz Republic,KYR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,,84303743.37507918,93473400.29100825,89285165.77030747,90545043.29091305,136061439.56249058,125586673.8935069,124843040.78819624,140844534.3851227,149808576.33994442,153153904.87949958,
Guinea-Bissau,GUI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,94553481.72026931,93090174.43398428,80840476.7558249,83479816.43784043,91639297.33351809,119324524.9985348,120259533.41904019,124216804.58541936,102504711.35627453,,158082511.01246807,133915133.30554733
Syrian Arab Republic,SYR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1324896580.6234083,1409442210.5586772,1314781574.966445,1575961936.603719,1762623336.433021,1945457128.8571582,1915549783.4482546,1792333829.0073066,1594121560.1020677,2018397683.9596722,2287502470.415382,1779755397.101452
Bangladesh,BAN,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,98064455.85143536,109212696.38883789,107375572.67364727,104490835.03308247,136921064.19230342,146174120.4205266,149245129.69310158,145755616.35318962,146017838.08353147,181961694.5061709,165605036.18410218,168414740.32595927
Sudan,SUD,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,,896722479.4577347,807155800.059959,912436751.5400333,953840304.1311706,816254397.3851388,,992065721.4838418,1212939647.9703326,867253711.1420486,1241969023.555915,948987840.5797522
Central African Republic,CEN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,427690084.52933556,366587724.4020462,433538184.37280345,534262370.3668248,532411718.9655926,407061370.79352325,546268694.3740222,491653812.1703159,436261651.43994045,541108254.6198386,520470996.84113175,678394163.177074
Sierra Leone,SIE,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,115481416.05411898,142261356.80360276,172606933.396853,142792422.7029439,178701269.88974804,163500699.12047175,207793117.3253841,215893440.83964118,222050817.2811272,209217126.77303827,195835575.33385408,248856259.94177184
Algeria,ALG,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,168974133.19398516,218493987.02654094,266134520.49577147,236420977.92854643,257093890.45518482,274563936.12559915,259996637.38445053,289028167.6328283,294799976.7466231,342762626.3856177,249996215.8706767,
Comoros,COM,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,168960902.90973833,180488717.64220896,224275292.83612266,211453892.3954135,193125293.58644855,219766461.8516124,186990946.14599916,279383584.2372885,230030988.29610357,250138959.93365774,245963021.5931319,289473366.1599784
Djibouti,DJI,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,552531248.7684126,592276848.3092921,577804264.8851149,460095391.12537783,614131861.7187215,577681568.2069384,,530412688.0241913,588151835.5365682,775816252.6316191,705773355.0138454,684037668.3822945
Papua New Guinea,PAP,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,1422668713.4616709,1740664023.6453395,,2042356463.9742067,1961496927.278038,1505304263.8751843,2236995840.94552,1694536627.8451471,1790521645.633425,2369060857.7363725,2567690141.388388,2348942100.490378
Cabo Verde,CAB,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,1136419279.7781336,,973382877.3955263,1073936164.9611635,1166527999.6039171,1239518014.901551,1434277767.2138689,1143154087.43397,1172807632.276442,1427963569.9319766,1665722886.3261607,1399783030.024855
